Title,Authors and Journal,Year,Cited by,Paper URL
An ADHD-associated polymorphism in the DRD4 gene and nutritional status among Rendille children in northern Kenya,"R Tennyson, K Wander, TW McDade, B Shell-Duncan, DTA Eisenberg",2018.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:3lUAU8Oskd0C
Moderate iron deficiency is associated with lower prevalence of inflammation/infection among breastfeeding mothers in northern Kenya,"M Fujita, K Wander",2017.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:2vr6o8x5NLkC
"The origin of chronic inflammatory systemic diseases and their sequelae. by Rainer H. Straub. 390 pp. Waltham, MA: Academic Press. 2015. $140.00 (paper or e‐book).",K Wander,2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:JWITY9-sCbMC
"A multicenter analytical performance evaluation of a multiplexed immunoarray for the simultaneous measurement of biomarkers of micronutrient deficiency, inflammation and …","G Seb, E Brindle, L Lillis, R Barney, P Bansil, SY Hess, KR Wessells, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:BCdnXsLIVDwC
"Life history tradeoffs between growth and immune defense: risk for infectious disease among children in Kilimanjaro, Tanzania","K Wander, BN Kitali, F Shirima, N NG'Unda, Z Massawe, B Kavishe, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:5rMqqAh47xYC
Does the immune system of milk increase activity for infants undergoing infectious disease episodes?,"K Wander, M Gauck, M Duris, I Kiwelu, BT Mmbaga",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:J4E9jCG1tHUC
The effects of milk cortisol on immune responses to in vitro bacterial stimulation,"R Anyim, S Li, D Armstrong, R Spathis, K Wander",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:DGzKIA18-3YC
"Physical and mental health outcomes of displacement: Comparisons of mental health, hair cortisol, and non-communicable disease risk indicators due to displacement in Vanuatu","NA Carrillo, I Sinclaire, AS Therrien, L Tarivonda, G Taleo, A Bell, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:HKviVsUxM5wC
Human milk lactoferrin variation by maternal inflammation and nutrition in northern Kenya,"M Fujita, K Wander, NP Ruvalcaba, AN Odo",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:VjBpw8Hezy4C
"Household composition has stronger influence on maternal infectious disease (ID) risk than infant ID risk in Kilimanjaro, Tanzania","M Gauck, K Lacy, M Duris, I Kiwelu, BT Mmbaga, K Wander",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:cF7EPgIk0B4C
Effect of modernization on serum c-reactive protein in healthy Chamoru,"SA Azam, E Pena, RN Chowdhury, K Wander, R Garruto",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:rpSJNIKeXWsC
"Exploring a Trivers-Willard effect on infant feeding practices among mother-infant pairs in Kilimanjaro, TZ","M Duris, M Gauck, I Kiwelu, F Mowo, B Mmbaga, K Wander",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:u_mOZUIutIEC
"Matriliny reverses gender disparities in inflammation and hypertension among the Mosuo of China (vol 117, pg 30324, 2020)","AZ Reynolds, K Wander, CY Sum, M Su, ME Thompson, PL Hooper, H Li, ...",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:1xBWf43XMUgC
"Predictors of ponderal index among infants in Kilimanjaro, Tanzania","M Duris, K Wander, M Gauck, T Hopt, I Kiwelu, F Mowo, B Mmbaga",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:It0W0vAlS5QC
Lyme disease prevalence in the Northeastern United States: Cat ownership and rural living.,"A Roome, K Wander, RM Garruto",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:iKswqCX-FLkC
Qualitative and quantitative analysis of C-reactive protein stability in human sera over simulated long-term freezer storage.,"E Culver, RN Chowdhury, L Shteynman, C Kurien, RM Garruto, K Wander, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:yZoBfgUKqwcC
Serum C-reactive protein and neurodegeneration in post-WWII Guamanians: A nested case-control study.,"RN Chowdhury, M Azam, E Culver, B Cradin, RM Garruto, JK Lum, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:IHkkN1K1AlAC
"Maternal anemia is more strongly associated with intestinal parasites than household wealth or recover from birth in Kilimanjaro, Tanzania","ME Gauck, ML Duris, T Hopt, I Kiwelu, F Mowo, B Mmbaga, K Wander",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:j8pvxH-kN2QC
"Maternal investment and interbirth interval in Kilimanjaro, Tanzania","A Bell, K Lacy, M Gauck, M Duris, T Hopt, I Kiwelu, F Mowo, B Mmbaga, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:HqhvjgTjE9cC
Pro-inflammatory milk immune responses protect against infectious disease and reflect maternal investment in infants.,"K Wander, M Gauck, M Duris, T Hopt, I Kiwelu, F Mowo, B Mmbaga",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:I9gX6wnfuA8C
Reactive vs. proactive strategies for milk immunity,"K Wander, M Gauck, M Duris, T Hopt, I Kiwelu, F Mowo, B Mmbaga",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:IT1MJ6E3JesC
Matriliny predicts lower inflammation for women in the Mosuo of Southwest China,"AZ Reynolds, SM Mattison, ME Thompson, PL Hooper, KE Starkweather, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:CCeGMaHljPEC
Serum inflammation in Guamanian Amyotrophic Lateral Sclerosis and Parkinsonism Dementia: A nested case-control pilot study,"RN Chowdhury, E Culver, U Wattoo, F Margolin, T Nguyen, RM Garruto, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:zdX0sdgBH_kC
Sex-based variation in the relationship between body composition and C-reactive protein in Vanuatu,"KM Olszowy, E Standard, A Roome, L Tarivonda, G Taleo, KN Dancause, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:oldoQiaHq2UC
Predictors of milk cortisol in North American women,"R Anyim, S Li, D Armstrong, R Spathis, GD James, MA Little, K Wander",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:i91s68tWr-MC
"Psychological stress, but not physiological stress, is associated with inflammation among residents of a peri-urban community in Vanuatu","ML Duris, K Wander, AB Roome, E Standard, ME Gauck, KN Dancause, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:pRWBApOjXDcC
Determinants of physiological stress in a low-income country: Differences between men and women in Vanuatu,"A Roome, K Wander, E Standard, G Taleo, L Tarivonda, KN Dancause, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:AFXcoJnoRH0C
Diagnosed diabetes and elevated blood glucose are more strongly associated with muscle mass than BMI in Vanuatu (South Pacific),"ME Gauck, K Wander, A Roome, E Standard, ML Duris, KN Dancause, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:4QKQTXcH0q8C
Qualitative and quantitative analysis of biomarker stability via chemiluminescent enzyme immunoassay in human sera,"RN Chowdhury, K Wander, E Culver, A Gallo, C Cardona, RM Garruto, ...",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:NU-BerS4NX4C
Quantifying immunological response of breast milk to pathogenic agents,"D Armstrong, S Li, J Pechera, R Spathi, K Wander",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:60iIaj97TE0C
Human milk cytokine responses to gastrointestinal bacterial measured via in vitro stimulation,"K Wander, D Armstrong, S Li, J Pechera, R Spathis",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:0sTkTiv_uMkC
Predictors of human milk immune responses to gastrointestinal bacteria,"S Li, D Armstrong, J Pechera, R Spathis, K Wander",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:xyvS_IvSCKsC
Describing immune responses in human milk via in vitro stimulation,"K Wander, R Spathis",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RQ8uyBsAAAAJ&cstart=20&pagesize=80&citation_for_view=RQ8uyBsAAAAJ:AZju0d2GQJ0C
"Spillover systems in a telecoupled Anthropocene: typology, methods, and governance for global sustainability","J Liu, Y Dou, M Batistella, E Challies, T Connor, C Friis, JDA Millington, ...",2018.0,150.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&citation_for_view=oYGc8KoAAAAJ:lmc2jWPfTJgC
The biodiversity of food and agriculture (agrobiodiversity) in the Anthropocene: Research advances and conceptual framework,"KS Zimmerer, S de Haan, AD Jones, H Creed-Kanishiro, M Tello, ...",2019.0,121.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:FAceZFleit8C
First experiences with a novel farmer citizen science approach: crowdsourcing participatory variety selection through on-farm triadic comparisons of technologies (tricot),"J Van Etten, E Beza, L Calderer, K Van Duijvendijk, C Fadda, B Fantahun, ...",2019.0,108.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:mvPsJ3kp5DgC
Woody vegetation dynamics in the tropical and subtropical Andes from 2001 to 2014: Satellite image interpretation and expert validation,"TM Aide, HR Grau, J Graesser, MJ Andrade‐Nuñez, E Aráoz, AP Barros, ...",2019.0,91.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:LO7wyVUgiFcC
Who is resilient in Africa’s green revolution? Sustainable intensification and climate smart agriculture in Rwanda,"N Clay, KS Zimmerer",2020.0,81.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:DJbcl8HfkQkC
Agrobiodiversity and a sustainable food future,"KS Zimmerer, S De Haan",2017.0,78.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:9vf0nzSNQJEC
Smallholder telecoupling and potential sustainability,"KS Zimmerer, EF Lambin, SJ Vanek",2018.0,75.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:2KloaMYe4IUC
Informal food chains and agrobiodiversity need strengthening—not weakening—to address food security amidst the COVID-19 crisis in South America,"KS Zimmerer, S de Haan",2020.0,58.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:yFnVuubrUp4C
Farm-level agricultural biodiversity in the Peruvian Andes is associated with greater odds of women achieving a minimally diverse and micronutrient adequate diet,"AD Jones, H Creed-Kanashiro, KS Zimmerer, S De Haan, M Carrasco, ...",2018.0,57.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:i2xiXl-TujoC
Migration as a feature of land system transitions,"C Radel, BD Jokisch, B Schmook, L Carte, M Aguilar-Støen, K Hermans, ...",2019.0,51.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:IRz6iEL74y4C
"Toward the integrated framework analysis of linkages among agrobiodiversity, livelihood diversification, ecological systems, and sustainability amid global change","KS Zimmerer, SJ Vanek",2016.0,46.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:eJXPG6dFmWUC
What’s the market got to do with it? Social-ecological embeddedness and environmental practices in a local food system initiative,"RC Hedberg II, KS Zimmerer",2020.0,44.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:dBIO0h50nwkC
"Indigenous smallholder struggles in Peru: Nutrition security, agrobiodiversity, and food sovereignty amid transforming global systems and climate change","KS Zimmerer, S De Haan, AD Jones, H Creed-Kanashiro, M Tello, ...",2020.0,40.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:bKqednn6t2AC
"Mountain ecology, remoteness, and the rise of agrobiodiversity: Tracing the geographic spaces of human–environment knowledge","KS Zimmerer, H Cordova-Aguilar, RM Olmo, YJ Olivencia, SJ Vanek",2018.0,36.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:q3oQSFYPqjQC
Land use change dynamics in Euro-mediterranean mountain regions: Driving forces and consequences for the landscape,"Y Jiménez-Olivencia, Á Ibáñez-Jiménez, L Porcel-Rodríguez, K Zimmerer",2021.0,32.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:wMgC3FpKEyYC
Agrobiodiversity: integrating knowledge for a sustainable future,"KS Zimmerer, S De Haan",2019.0,25.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:5qfkUJPXOUwC
Fine-grain spatial patterning and dynamics of land use and agrobiodiversity amid global changes in the Bolivian Andes,"KS Zimmerer, HLR Vaca",2016.0,22.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:vRqMK49ujn8C
Geography and the study of human environment relations,KS Zimmerer,2017.0,21.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:AXPGKjj_ei8C
Grand challenges in urban agriculture: ecological and social approaches to transformative sustainability,"KS Zimmerer, MG Bell, I Chirisa, CS Duvall, M Egerer, PY Hung, ...",2021.0,17.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:6yz0xqPARnAC
Urbanization and agrobiodiversity: Leveraging a key nexus for sustainable development,"KS Zimmerer, CS Duvall, EC Jaenicke, LM Minaker, T Reardon, KC Seto",2021.0,15.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:ALROH1vI_8AC
Agri-food land transformations and immigrant farm workers in peri-urban areas of Spain and the Mediterranean,"KS Zimmerer, Y Jiménez-Olivencia, A Ruiz-Ruiz, L Porcel-Rodríguez",2020.0,15.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:Aul-kAQHnToC
Unraveling the Ethnoterritorial Fix in the Peruvian Amazon,"RM Tubbeh, KS Zimmerer",2019.0,15.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:HhcuHIWmDEUC
Landscape products for sustainable agricultural landscapes,"M García-Martín, L Huntsinger, MJ Ibarrola-Rivas, M Penker, ...",2022.0,14.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:-7ulzOJl1JYC
"Entanglements of agrobiodiversity-food amid cascading migration, coca conflicts, and water development (Bolivia, 1990–2013)","KS Zimmerer, HLR Vaca, MTH Sahonero",2022.0,12.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=20&pagesize=80&citation_for_view=oYGc8KoAAAAJ:5icHVeHT4IsC
Participatory seed projects and agroecological landscape knowledge in Central America,"MD Baumann, KS Zimmerer, J van Etten",2020.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=100&pagesize=100&citation_for_view=oYGc8KoAAAAJ:cWzG1nlazyYC
Socioecological Interactions,"CJM Almekinders, GD Stone, M Baranski, JA Carney, J Hanspach, ...",2019.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=100&pagesize=100&citation_for_view=oYGc8KoAAAAJ:OTTXONDVkokC
A search for food sovereignty: Seeding post-conflict landscapes,KS Zimmerer,2017.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=100&pagesize=100&citation_for_view=oYGc8KoAAAAJ:ML0RJ9NH7IQC
Assessing social-ecological connectivity of agricultural landscapes in Spain: Resilience implications amid agricultural intensification trends and urbanization,"KS Zimmerer, YJ Olivencia, LP Rodríguez, N López-Estébanez, ...",2022.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=100&pagesize=100&citation_for_view=oYGc8KoAAAAJ:KaMxkj08jr0C
Integrating Agrobiodiversity,"KS Zimmerer, S de Haan, JR Lupp",2019.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oYGc8KoAAAAJ&cstart=100&pagesize=100&citation_for_view=oYGc8KoAAAAJ:3bvyWxjaHKcC
